customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,churn
C008710,65,34.21,2262.01,One year,Mailed check,No
C008711,17,38.54,656.19,One year,Electronic check,No
C008712,50,79.25,3909.19,Month-to-month,Credit card,Yes
C008713,62,117.95,7336.99,Month-to-month,Electronic check,Yes
C008714,69,57.36,4009.6,Month-to-month,Electronic check,Yes
C008715,37,84.16,3224.57,Month-to-month,Mailed check,No
C008716,22,33.54,809.97,Month-to-month,Bank transfer,Yes
C008717,51,83.42,4204.15,Month-to-month,Bank transfer,No
C008718,35,43.77,1574.85,One year,Mailed check,Yes
C008719,45,80.56,3638.03,Month-to-month,Mailed check,Yes
C008720,54,27.04,1402.56,One year,Mailed check,No
C008721,51,71.55,3663.24,Month-to-month,Electronic check,Yes
C008722,17,42.22,813.67,Month-to-month,Electronic check,No
C008723,55,87.53,4873.94,Month-to-month,Mailed check,Yes
C008724,39,94.26,3625.47,One year,Mailed check,No
C008725,67,104.51,7002.86,One year,Bank transfer,No
C008726,48,119.22,5747.14,Month-to-month,Credit card,Yes
C008727,65,64.85,4128.75,Two year,Mailed check,No
C008728,71,86.4,6049.63,Month-to-month,Bank transfer,No
C008729,72,19.88,1439.09,Month-to-month,Credit card,No
C008730,54,110.32,5965.66,One year,Electronic check,No
C008731,43,80.81,3382.89,Month-to-month,Mailed check,No
C008732,8,60.98,507.24,One year,Bank transfer,Yes
C008733,28,62.3,1798.75,Two year,Bank transfer,No
C008734,34,95.32,3229.96,One year,Credit card,Yes
C008735,56,103.01,5771.55,Month-to-month,Bank transfer,Yes
C008736,42,100.41,4245.79,Month-to-month,Credit card,Yes
C008737,32,70.08,2264.51,Two year,Electronic check,No
C008738,10,55.86,475.17,Month-to-month,Credit card,No
C008739,52,114.45,5906.14,Month-to-month,Electronic check,No
C008740,31,82.69,2543.6,Two year,Electronic check,No
C008741,2,73.45,103.86,One year,Electronic check,Yes
C008742,20,79.03,1653.95,Month-to-month,Bank transfer,Yes
C008743,64,82.25,5295.72,One year,Electronic check,No
C008744,8,90.73,670.35,Month-to-month,Electronic check,No
C008745,29,74.42,2147.46,Two year,Bank transfer,No
C008746,37,107.29,4026.25,One year,Mailed check,No
C008747,6,105.69,601.83,Month-to-month,Mailed check,No
C008748,12,63.11,799.9,Month-to-month,Mailed check,Yes
C008749,68,35.19,2462.08,Month-to-month,Credit card,No
C008750,43,76.82,3364.07,Month-to-month,Bank transfer,No
C008751,15,81.32,1228.82,One year,Mailed check,No
C008752,12,71.38,919.11,Month-to-month,Credit card,Yes
C008753,31,108.84,3347.93,Two year,Credit card,Yes
C008754,52,27.49,1553.77,Month-to-month,Electronic check,No
C008755,53,47.32,2520.0,Month-to-month,Electronic check,Yes
C008756,14,106.31,1545.68,One year,Electronic check,Yes
C008757,52,113.82,5900.54,One year,Bank transfer,No
C008758,65,61.44,4018.57,Month-to-month,Credit card,No
C008759,16,37.65,629.57,Month-to-month,Electronic check,Yes
C008760,1,60.87,14.43,Month-to-month,Mailed check,Yes
C008761,69,64.53,4404.65,One year,Electronic check,No
C008762,38,71.0,2687.77,Two year,Mailed check,No
C008763,56,45.98,2630.15,Two year,Credit card,No
C008764,23,49.89,1055.9,One year,Credit card,No
C008765,21,84.87,1764.13,One year,Credit card,No
C008766,16,81.42,1368.21,One year,Mailed check,No
C008767,15,85.53,1221.34,One year,Bank transfer,No
C008768,34,56.48,1983.02,Month-to-month,Credit card,No
C008769,7,52.32,309.85,Month-to-month,Bank transfer,No
C008770,61,53.86,3239.63,Two year,Credit card,No
C008771,37,115.02,4248.38,Two year,Electronic check,Yes
C008772,66,58.32,3942.79,One year,Electronic check,No
C008773,36,79.83,2841.88,Month-to-month,Electronic check,Yes
C008774,22,71.33,1482.61,One year,Credit card,No
C008775,37,107.37,3902.59,Month-to-month,Electronic check,Yes
C008776,11,55.65,658.75,Month-to-month,Credit card,No
C008777,60,62.28,3669.06,Month-to-month,Mailed check,No
C008778,52,103.97,5465.84,One year,Bank transfer,No
C008779,10,34.42,347.69,Month-to-month,Bank transfer,No
C008780,42,78.62,3300.43,One year,Mailed check,No
C008781,39,58.79,2307.68,One year,Electronic check,No
C008782,14,118.55,1619.65,Month-to-month,Bank transfer,No
C008783,8,91.58,739.53,Month-to-month,Credit card,No
C008784,55,19.08,989.75,One year,Electronic check,No
C008785,19,103.63,2036.41,Two year,Electronic check,No
C008786,37,89.72,3268.28,Two year,Credit card,No
C008787,18,75.22,1375.9,Month-to-month,Electronic check,Yes
C008788,47,42.09,1926.49,One year,Electronic check,Yes
C008789,3,33.23,73.03,Two year,Credit card,No
C008790,26,82.1,2115.91,Month-to-month,Bank transfer,No
C008791,39,62.87,2601.0,One year,Electronic check,Yes
C008792,32,105.89,3387.76,Month-to-month,Credit card,No
C008793,44,44.76,1928.36,One year,Bank transfer,No
C008794,13,83.03,1057.16,Month-to-month,Electronic check,Yes
C008795,32,43.38,1312.93,Month-to-month,Mailed check,No
C008796,55,82.9,4551.36,Month-to-month,Credit card,Yes
C008797,24,22.93,642.87,Month-to-month,Bank transfer,Yes
C008798,11,57.95,654.25,Month-to-month,Bank transfer,Yes
C008799,61,35.61,2217.38,Month-to-month,Mailed check,No
C008800,56,79.81,4423.86,Month-to-month,Electronic check,No
C008801,49,50.31,2455.02,Month-to-month,Bank transfer,No
C008802,58,96.7,5618.8,Month-to-month,Electronic check,No
C008803,56,29.69,1626.37,Month-to-month,Credit card,No
C008804,54,74.73,4055.42,Two year,Electronic check,No
C008805,37,78.56,2937.49,Month-to-month,Electronic check,No
C008806,1,20.25,47.39,One year,Electronic check,No
C008807,43,21.67,924.26,Month-to-month,Credit card,No
C008808,19,49.44,993.91,Month-to-month,Mailed check,No
C008809,56,80.13,4474.4,Two year,Mailed check,No
C008810,34,116.19,3933.02,One year,Mailed check,No
C008811,66,27.26,1871.24,One year,Bank transfer,No
C008812,43,89.72,3802.61,Month-to-month,Credit card,Yes
C008813,40,88.66,3461.25,Month-to-month,Electronic check,Yes
C008814,67,86.29,5738.04,Month-to-month,Electronic check,No
C008815,34,70.65,2421.46,Month-to-month,Credit card,Yes
C008816,27,116.62,3212.92,Two year,Mailed check,No
C008817,27,69.18,1834.83,Month-to-month,Bank transfer,No
C008818,63,103.51,6611.87,Month-to-month,Electronic check,No
C008819,55,44.78,2464.26,Month-to-month,Credit card,No
C008820,11,100.24,1096.86,Month-to-month,Credit card,No
C008821,35,119.65,4145.25,Month-to-month,Mailed check,No
C008822,27,110.83,3089.98,Month-to-month,Electronic check,No
C008823,47,49.02,2296.43,Two year,Electronic check,Yes
C008824,3,104.31,246.33,One year,Electronic check,Yes
C008825,52,27.72,1564.32,Month-to-month,Mailed check,Yes
C008826,54,87.13,4724.7,Month-to-month,Mailed check,No
C008827,16,52.9,886.34,One year,Bank transfer,No
C008828,10,85.18,935.88,Month-to-month,Electronic check,No
C008829,45,60.05,2732.97,Two year,Electronic check,No
C008830,18,18.92,389.3,One year,Credit card,Yes
C008831,68,41.59,2830.84,Month-to-month,Electronic check,No
C008832,56,22.32,1286.61,One year,Credit card,No
C008833,69,61.58,4247.31,Month-to-month,Bank transfer,No
C008834,39,103.69,4042.9,Month-to-month,Electronic check,No
C008835,68,93.28,6349.03,One year,Bank transfer,No
C008836,1,98.47,78.63,Month-to-month,Credit card,Yes
C008837,21,100.33,2132.15,Month-to-month,Credit card,No
C008838,0,55.94,,Two year,Electronic check,No
C008839,49,69.61,3451.84,One year,Electronic check,No
C008840,37,69.86,2616.8,Month-to-month,Mailed check,No
C008841,20,29.55,691.0,Two year,Electronic check,No
C008842,22,79.01,1790.85,Month-to-month,Electronic check,No
C008843,46,91.46,4196.8,Two year,Credit card,No
C008844,13,80.32,1066.81,Month-to-month,Bank transfer,No
C008845,37,94.09,3551.96,Month-to-month,Credit card,No
C008846,44,30.13,1278.22,One year,Mailed check,No
C008847,17,95.66,1726.93,Month-to-month,Electronic check,Yes
C008848,16,39.23,588.95,Two year,Electronic check,No
C008849,25,107.44,2731.01,Month-to-month,Bank transfer,Yes
C008850,43,42.98,1848.47,Two year,Mailed check,No
C008851,18,68.18,1224.69,Month-to-month,Mailed check,Yes
C008852,27,67.7,1762.75,Month-to-month,Electronic check,Yes
C008853,39,45.42,1816.76,Month-to-month,Electronic check,Yes
C008854,13,54.89,649.15,Month-to-month,Electronic check,Yes
C008855,41,36.93,1441.99,One year,Electronic check,Yes
C008856,10,76.15,819.49,One year,Credit card,No
C008857,10,111.13,1200.78,Two year,Bank transfer,No
C008858,17,50.29,821.57,Month-to-month,Credit card,No
C008859,20,69.82,1446.56,Month-to-month,Credit card,Yes
C008860,2,105.91,251.65,Month-to-month,Bank transfer,Yes
C008861,70,64.15,4485.92,One year,Electronic check,Yes
C008862,22,102.79,2328.17,Two year,Mailed check,No
C008863,58,63.53,3676.56,Month-to-month,Electronic check,No
C008864,65,62.9,4114.38,Month-to-month,Credit card,No
C008865,58,34.04,1911.63,Month-to-month,Credit card,Yes
C008866,60,30.75,1784.45,Month-to-month,Mailed check,Yes
C008867,7,80.37,621.04,One year,Electronic check,No
C008868,27,102.39,2792.09,Month-to-month,Electronic check,Yes
C008869,54,31.81,1710.62,Two year,Electronic check,No
C008870,42,110.83,4750.25,Month-to-month,Electronic check,Yes
C008871,0,54.61,,Month-to-month,Credit card,No
C008872,41,61.38,2538.54,Month-to-month,Electronic check,Yes
C008873,58,109.23,6262.56,Month-to-month,Credit card,Yes
C008874,60,109.42,6559.62,One year,Mailed check,No
C008875,28,71.54,1961.49,Two year,Mailed check,No
C008876,17,46.23,790.39,Month-to-month,Electronic check,No
C008877,22,35.54,735.07,Month-to-month,Electronic check,No
C008878,21,45.7,899.89,One year,Mailed check,No
C008879,25,97.62,2327.37,One year,Bank transfer,No
C008880,22,51.11,1132.78,One year,Mailed check,Yes
C008881,33,88.85,2817.11,Month-to-month,Electronic check,No
C008882,2,37.91,59.81,One year,Electronic check,No
C008883,20,66.81,1370.92,Month-to-month,Electronic check,Yes
C008884,22,53.91,1149.92,Month-to-month,Bank transfer,No
C008885,11,69.37,708.83,Two year,Bank transfer,No
C008886,64,76.13,4868.93,Month-to-month,Electronic check,No
C008887,49,119.08,5793.49,Month-to-month,Credit card,Yes
C008888,66,109.79,7255.42,Month-to-month,Electronic check,No
C008889,40,88.98,3507.56,Month-to-month,Credit card,Yes
C008890,8,33.68,264.22,Two year,Mailed check,No
C008891,66,111.74,7357.52,Month-to-month,Bank transfer,No
C008892,33,109.04,3597.74,Month-to-month,Electronic check,Yes
C008893,49,108.44,5395.32,Two year,Bank transfer,No
C008894,27,66.86,1815.21,Month-to-month,Bank transfer,No
C008895,36,35.41,1299.98,Month-to-month,Electronic check,Yes
C008896,35,94.95,3292.01,Month-to-month,Electronic check,No
C008897,20,57.63,1163.76,Month-to-month,Bank transfer,No
C008898,40,53.15,2112.26,Month-to-month,Mailed check,Yes
C008899,53,57.86,3068.06,One year,Bank transfer,No
C008900,1,75.03,107.48,Month-to-month,Electronic check,No
C008901,9,52.02,443.17,One year,Electronic check,No
C008902,61,88.37,5370.67,Two year,Bank transfer,No
C008903,41,84.07,3422.55,Month-to-month,Electronic check,Yes
C008904,71,69.9,4937.61,Month-to-month,Electronic check,No
C008905,44,23.51,1043.1,Month-to-month,Electronic check,Yes
C008906,47,113.53,5317.71,Month-to-month,Credit card,No
C008907,65,59.99,3974.25,Month-to-month,Electronic check,No
C008908,48,63.84,3198.28,Month-to-month,Mailed check,No
C008909,24,64.52,1520.08,Month-to-month,Bank transfer,No
C008910,38,55.23,2113.44,Month-to-month,Electronic check,Yes
C008911,17,86.81,1527.67,Month-to-month,Electronic check,No
C008912,24,19.42,452.79,One year,Electronic check,No
C008913,49,107.1,5198.18,Month-to-month,Electronic check,No
C008914,10,28.45,371.41,One year,Credit card,No
C008915,49,119.97,5912.84,One year,Bank transfer,Yes
C008916,42,82.06,3462.45,Month-to-month,Credit card,Yes
C008917,22,24.76,617.25,One year,Credit card,Yes
C008918,3,75.37,264.62,Month-to-month,Electronic check,Yes
C008919,51,51.79,2638.89,One year,Bank transfer,No
C008920,60,115.21,6863.77,Month-to-month,Mailed check,Yes
C008921,53,95.06,5013.51,Month-to-month,Bank transfer,No
C008922,30,69.72,2151.84,Month-to-month,Credit card,No
C008923,47,61.84,2940.58,One year,Electronic check,No
C008924,30,119.58,3578.07,One year,Bank transfer,No
C008925,26,86.07,2326.15,Month-to-month,Electronic check,Yes
C008926,23,70.42,1611.8,Month-to-month,Credit card,No
C008927,15,58.59,928.23,Month-to-month,Electronic check,Yes
C008928,70,51.11,3588.7,Month-to-month,Electronic check,No
C008929,48,89.95,4414.25,Month-to-month,Credit card,No
C008930,12,77.96,973.17,One year,Electronic check,Yes
C008931,63,104.51,6586.44,One year,Mailed check,Yes
C008932,11,74.46,810.12,Two year,Bank transfer,No
C008933,43,77.4,3327.43,Month-to-month,Bank transfer,No
C008934,12,66.69,764.01,One year,Electronic check,Yes
C008935,26,95.79,2422.2,Two year,Electronic check,No
C008936,48,60.33,2911.28,Month-to-month,Mailed check,Yes
C008937,72,104.9,7526.12,One year,Mailed check,No
C008938,72,51.36,3671.11,Month-to-month,Credit card,Yes
C008939,65,88.65,5757.81,Month-to-month,Bank transfer,No
C008940,17,109.08,1856.97,Two year,Bank transfer,No
C008941,6,96.45,579.07,Month-to-month,Electronic check,Yes
C008942,66,52.95,3581.61,Two year,Credit card,No
C008943,67,90.05,6066.47,Two year,Electronic check,Yes
C008944,20,39.11,887.59,Two year,Credit card,No
C008945,1,23.93,1.98,One year,Credit card,No
C008946,47,98.72,4679.03,One year,Credit card,Yes
C008947,5,100.42,482.93,Month-to-month,Electronic check,Yes
C008948,2,20.34,12.62,Month-to-month,Electronic check,Yes
C008949,68,114.68,7905.52,Two year,Bank transfer,No
C008950,36,63.48,2246.87,Month-to-month,Mailed check,No
C008951,8,110.34,771.13,Month-to-month,Mailed check,No
C008952,47,98.39,4588.93,Two year,Mailed check,Yes
C008953,26,109.87,2756.2,Month-to-month,Bank transfer,No
C008954,39,103.0,3969.43,Two year,Electronic check,No
C008955,65,117.35,7584.82,Month-to-month,Electronic check,No
C008956,17,82.17,1398.65,Month-to-month,Bank transfer,No
C008957,47,41.18,1832.98,One year,Electronic check,No
C008958,60,57.74,3524.2,Month-to-month,Bank transfer,Yes
C008959,30,94.69,2746.91,One year,Credit card,Yes
C008960,70,34.01,2374.31,Month-to-month,Credit card,No
C008961,32,112.84,3594.67,Month-to-month,Bank transfer,Yes
C008962,33,38.94,1326.29,Two year,Mailed check,No
C008963,64,107.35,6887.98,Month-to-month,Credit card,No
C008964,46,67.34,3156.98,Month-to-month,Mailed check,No
C008965,63,103.74,6517.55,Month-to-month,Credit card,No
C008966,57,115.75,6574.51,Two year,Electronic check,No
C008967,52,61.06,3195.76,Two year,Bank transfer,No
C008968,17,89.05,1565.31,Month-to-month,Electronic check,Yes
C008969,29,41.13,1234.02,Month-to-month,Electronic check,No
C008970,63,99.68,6295.93,Two year,Mailed check,No
C008971,44,101.63,4483.35,Two year,Electronic check,No
C008972,20,48.12,960.59,Month-to-month,Electronic check,Yes
C008973,23,20.46,491.08,One year,Bank transfer,Yes
C008974,56,61.98,3572.63,Month-to-month,Mailed check,Yes
C008975,13,35.34,447.29,Month-to-month,Bank transfer,Yes
C008976,8,101.49,793.7,One year,Credit card,No
C008977,55,44.63,2432.6,One year,Mailed check,Yes
C008978,21,114.26,2418.93,Month-to-month,Credit card,No
C008979,55,117.12,6335.51,Two year,Electronic check,No
C008980,38,110.7,4199.85,Month-to-month,Electronic check,Yes
C008981,72,79.16,5743.55,Two year,Electronic check,Yes
C008982,38,45.28,1694.33,Month-to-month,Bank transfer,Yes
C008983,63,100.34,6330.76,Two year,Electronic check,Yes
C008984,62,89.56,5658.19,Month-to-month,Mailed check,Yes
C008985,15,117.67,1781.63,Month-to-month,Bank transfer,Yes
C008986,72,56.48,3954.6,One year,Credit card,No
C008987,54,23.99,1224.97,Month-to-month,Credit card,Yes
C008988,7,119.84,826.33,Month-to-month,Electronic check,Yes
C008989,0,103.5,0.0,One year,Electronic check,No
C008990,19,40.59,776.38,Month-to-month,Bank transfer,Yes
C008991,1,92.01,77.28,Two year,Credit card,Yes
C008992,26,18.07,528.12,Month-to-month,Electronic check,No
C008993,72,74.9,5338.23,Month-to-month,Bank transfer,No
C008994,34,55.01,1859.97,Month-to-month,Electronic check,Yes
C008995,1,56.9,67.76,Month-to-month,Electronic check,Yes
C008996,36,42.94,1562.9,Month-to-month,Electronic check,No
C008997,15,46.03,697.79,Month-to-month,Credit card,No
C008998,62,64.38,3871.0,Month-to-month,Bank transfer,No
C008999,6,43.31,264.02,Month-to-month,Mailed check,No
C009000,56,65.58,3664.94,One year,Bank transfer,No
C009001,32,76.89,2503.69,Month-to-month,Mailed check,Yes
C009002,1,90.53,126.68,Month-to-month,Electronic check,Yes
C009003,49,87.07,4278.47,Month-to-month,Credit card,No
C009004,33,42.68,1424.1,Two year,Electronic check,No
C009005,56,22.0,1299.62,Month-to-month,Credit card,Yes
C009006,45,102.93,4689.36,Two year,Credit card,No
C009007,57,106.98,6111.63,Month-to-month,Bank transfer,Yes
C009008,33,117.85,3996.32,Two year,Bank transfer,No
C009009,0,115.89,,Month-to-month,Credit card,No
C009010,9,82.65,684.58,Month-to-month,Electronic check,Yes
C009011,33,109.22,3603.72,Month-to-month,Bank transfer,Yes
C009012,29,63.7,1828.61,Two year,Electronic check,No
C009013,57,98.31,5480.4,Month-to-month,Bank transfer,No
C009014,30,115.44,3430.58,One year,Bank transfer,No
C009015,62,99.22,6168.82,Month-to-month,Electronic check,No
C009016,13,60.41,782.43,One year,Electronic check,No
C009017,28,56.53,1544.02,One year,Bank transfer,Yes
C009018,55,47.74,2627.82,Month-to-month,Credit card,No
C009019,9,55.44,505.11,One year,Bank transfer,No
C009020,23,101.7,2374.85,One year,Mailed check,No
C009021,54,89.55,4803.62,Month-to-month,Credit card,No
C009022,42,43.49,1870.27,Month-to-month,Credit card,No
C009023,56,90.58,5017.95,Month-to-month,Bank transfer,Yes
C009024,37,56.7,2072.73,One year,Mailed check,No
C009025,62,74.89,4728.13,Month-to-month,Mailed check,No
C009026,64,55.78,3518.73,One year,Electronic check,No
C009027,71,71.21,5022.97,Month-to-month,Credit card,Yes
C009028,8,92.44,676.86,Two year,Electronic check,Yes
C009029,43,92.58,3939.58,One year,Bank transfer,No
C009030,8,94.82,765.48,Month-to-month,Credit card,Yes
C009031,16,57.89,961.57,Two year,Mailed check,No
C009032,21,88.43,1856.1,One year,Electronic check,No
C009033,47,42.35,1974.22,Month-to-month,Electronic check,No
C009034,31,66.7,2005.56,Month-to-month,Bank transfer,Yes
C009035,63,77.48,4844.88,Month-to-month,Electronic check,Yes
C009036,21,88.02,1771.12,Month-to-month,Electronic check,No
C009037,45,111.02,5032.73,Month-to-month,Electronic check,No
C009038,55,49.09,2740.25,Month-to-month,Bank transfer,Yes
C009039,71,104.22,7397.6,Month-to-month,Mailed check,No
C009040,17,49.73,867.48,Month-to-month,Electronic check,Yes
C009041,53,74.29,3981.18,Month-to-month,Bank transfer,Yes
C009042,6,102.47,619.88,Month-to-month,Mailed check,No
C009043,39,91.76,3648.32,Month-to-month,Mailed check,No
C009044,30,106.01,3129.11,Month-to-month,Credit card,No
C009045,69,101.12,6959.85,Month-to-month,Electronic check,Yes
C009046,56,46.19,2563.25,Two year,Mailed check,No
C009047,67,119.28,8024.12,One year,Electronic check,Yes
C009048,62,113.57,6969.63,Two year,Electronic check,Yes
C009049,29,61.88,1866.92,Two year,Bank transfer,No
C009050,53,22.82,1237.55,One year,Bank transfer,No
C009051,2,48.96,185.43,One year,Bank transfer,No
C009052,40,103.29,4129.57,Month-to-month,Credit card,No
C009053,3,114.99,317.45,One year,Credit card,No
C009054,52,102.83,5380.02,Month-to-month,Electronic check,No
C009055,70,58.47,4144.43,One year,Bank transfer,Yes
C009056,49,23.77,1129.01,Month-to-month,Bank transfer,No
C009057,61,70.79,4218.31,Two year,Bank transfer,No
C009058,17,56.39,867.32,Month-to-month,Mailed check,No
C009059,72,30.54,2211.95,One year,Credit card,Yes
C009060,40,28.8,1229.01,Two year,Mailed check,No
C009061,49,33.61,1581.85,Two year,Credit card,No
C009062,56,38.99,2169.82,Month-to-month,Mailed check,Yes
C009063,46,94.89,4347.52,Month-to-month,Credit card,No
C009064,23,56.93,1405.42,One year,Mailed check,No
C009065,44,62.57,2866.01,Month-to-month,Electronic check,No
C009066,47,79.03,3735.63,Month-to-month,Mailed check,Yes
C009067,62,115.93,7232.56,One year,Mailed check,No
C009068,35,95.16,3374.11,Two year,Electronic check,No
C009069,36,83.86,2954.94,Month-to-month,Bank transfer,Yes
C009070,36,93.87,3414.25,Month-to-month,Credit card,Yes
C009071,8,91.37,679.98,One year,Credit card,No
C009072,6,88.41,521.88,One year,Electronic check,Yes
C009073,1,68.63,125.62,Two year,Mailed check,Yes
C009074,48,75.82,3643.41,One year,Credit card,No
C009075,30,65.07,2007.22,Month-to-month,Credit card,No
C009076,63,58.29,3737.23,One year,Electronic check,No
C009077,51,45.62,2238.77,Two year,Electronic check,No
C009078,10,54.23,433.42,Month-to-month,Electronic check,Yes
C009079,7,61.71,490.07,Month-to-month,Mailed check,No
C009080,26,77.1,2064.72,One year,Credit card,No
C009081,67,68.99,4635.16,Month-to-month,Electronic check,Yes
C009082,3,29.01,106.64,Two year,Bank transfer,Yes
C009083,13,52.68,729.49,Month-to-month,Electronic check,Yes
C009084,2,56.37,156.46,Month-to-month,Electronic check,Yes
C009085,30,90.11,2688.09,Two year,Bank transfer,No
C009086,72,51.95,3788.19,Month-to-month,Bank transfer,No
C009087,49,18.81,904.37,Month-to-month,Electronic check,Yes
C009088,36,26.6,969.78,Month-to-month,Electronic check,No
C009089,10,68.69,696.9,Two year,Electronic check,No
C009090,25,37.23,887.78,Two year,Credit card,No
C009091,38,68.45,2563.95,Month-to-month,Credit card,No
C009092,20,76.57,1643.11,One year,Mailed check,No
C009093,51,113.21,5729.12,One year,Credit card,Yes
C009094,71,84.87,6044.27,Month-to-month,Bank transfer,No
C009095,15,21.17,346.54,Month-to-month,Electronic check,No
C009096,18,56.83,1020.23,Two year,Mailed check,No
C009097,9,98.93,923.94,Month-to-month,Credit card,Yes
C009098,52,44.58,2334.61,Month-to-month,Bank transfer,No
C009099,33,112.35,3664.04,Month-to-month,Credit card,Yes
C009100,20,71.96,1466.04,One year,Mailed check,No
C009101,16,27.43,411.64,Month-to-month,Credit card,No
C009102,5,42.65,300.28,Month-to-month,Bank transfer,Yes
C009103,34,110.44,3776.42,Month-to-month,Credit card,Yes
C009104,49,119.13,5802.36,Two year,Credit card,No
C009105,17,106.03,1819.62,Month-to-month,Electronic check,Yes
C009106,0,50.71,0.0,Month-to-month,Bank transfer,Yes
C009107,34,96.42,3291.17,Month-to-month,Electronic check,No
C009108,49,40.67,1981.55,Month-to-month,Credit card,No
C009109,25,57.22,1389.16,One year,Bank transfer,No
C009110,18,89.11,1562.01,Month-to-month,Electronic check,No
C009111,11,116.83,1406.88,One year,Mailed check,No
C009112,54,62.8,3395.77,Month-to-month,Electronic check,Yes
C009113,62,68.58,4230.37,Two year,Mailed check,Yes
C009114,56,40.46,2235.51,Two year,Electronic check,No
C009115,37,59.13,2211.37,Month-to-month,Credit card,No
C009116,52,24.43,1238.44,One year,Bank transfer,No
C009117,28,105.58,2901.51,One year,Credit card,No
C009118,1,20.38,18.76,Two year,Electronic check,No
C009119,26,87.72,2278.72,Two year,Mailed check,No
C009120,51,45.87,2318.52,One year,Credit card,No
C009121,47,66.56,3083.76,Month-to-month,Bank transfer,Yes
C009122,72,46.72,3344.29,Month-to-month,Electronic check,No
C009123,72,58.81,4210.84,Two year,Credit card,No
C009124,17,73.77,1223.67,Two year,Electronic check,No
C009125,0,83.37,,Month-to-month,Electronic check,Yes
C009126,20,113.91,2389.51,One year,Bank transfer,No
C009127,63,51.88,3335.03,Month-to-month,Bank transfer,No
C009128,59,77.66,4679.04,Month-to-month,Bank transfer,No
C009129,7,109.98,741.48,Month-to-month,Electronic check,No
C009130,11,47.6,607.33,Month-to-month,Electronic check,Yes
C009131,41,106.24,4367.2,One year,Electronic check,No
C009132,48,115.67,5601.48,Month-to-month,Mailed check,Yes
C009133,71,104.44,7438.13,One year,Electronic check,No
C009134,55,76.13,4169.99,One year,Bank transfer,No
C009135,15,91.66,1410.87,One year,Credit card,No
C009136,2,67.07,158.39,Month-to-month,Credit card,Yes
C009137,46,78.92,3541.91,Month-to-month,Credit card,No
C009138,40,117.4,4689.79,One year,Electronic check,No
C009139,67,43.61,2965.49,One year,Mailed check,Yes
C009140,42,98.84,4165.15,Month-to-month,Credit card,No
C009141,36,69.64,2530.51,Month-to-month,Electronic check,Yes
C009142,22,36.04,755.31,Two year,Electronic check,No
C009143,6,83.64,514.65,Month-to-month,Electronic check,Yes
C009144,63,98.83,6221.47,Month-to-month,Bank transfer,Yes
C009145,60,76.01,4550.43,Two year,Credit card,Yes
C009146,11,103.42,1103.66,Two year,Mailed check,No
C009147,51,55.32,2867.06,Month-to-month,Bank transfer,Yes
C009148,26,111.2,2908.47,Two year,Bank transfer,No
C009149,31,84.13,2620.26,Month-to-month,Credit card,Yes
C009150,61,99.92,6197.66,Two year,Electronic check,Yes
C009151,61,45.84,2819.93,One year,Bank transfer,No
C009152,13,63.51,885.65,Month-to-month,Credit card,No
C009153,22,110.78,2450.81,Two year,Credit card,No
C009154,59,23.19,1350.55,Two year,Mailed check,No
C009155,66,59.21,3854.9,Month-to-month,Electronic check,No
C009156,5,97.59,500.02,One year,Credit card,Yes
C009157,60,93.87,5499.03,One year,Credit card,No
C009158,35,104.87,3684.07,Month-to-month,Electronic check,Yes
C009159,43,93.42,4032.83,Month-to-month,Electronic check,No
C009160,5,114.6,562.12,Month-to-month,Electronic check,Yes
C009161,49,68.82,3367.56,Two year,Bank transfer,No
C009162,49,81.68,3939.76,Month-to-month,Electronic check,No
C009163,48,104.47,5083.84,Month-to-month,Electronic check,Yes
C009164,57,89.57,5088.63,One year,Credit card,No
C009165,69,28.41,1911.69,Month-to-month,Electronic check,Yes
C009166,62,55.43,3463.89,Month-to-month,Credit card,Yes
C009167,54,74.36,4020.98,Month-to-month,Mailed check,No
C009168,71,94.98,6725.66,Month-to-month,Mailed check,No
C009169,49,73.44,3575.36,Two year,Credit card,No
C009170,49,97.31,4767.91,Month-to-month,Electronic check,Yes
C009171,39,103.44,4101.45,Month-to-month,Electronic check,Yes
C009172,56,45.04,2545.72,Month-to-month,Mailed check,Yes
C009173,5,80.84,402.48,Two year,Bank transfer,Yes
C009174,36,74.83,2736.5,Month-to-month,Mailed check,No
C009175,31,41.19,1278.27,Month-to-month,Credit card,Yes
C009176,66,67.97,4506.1,One year,Credit card,No
C009177,5,73.95,377.31,Month-to-month,Electronic check,No
C009178,46,101.37,4692.51,One year,Electronic check,No
C009179,13,65.02,823.05,Month-to-month,Mailed check,Yes
C009180,64,26.25,1623.03,Two year,Credit card,No
C009181,62,67.7,4242.74,One year,Electronic check,Yes
C009182,17,103.47,1834.24,Two year,Electronic check,No
C009183,63,76.27,4750.42,Two year,Electronic check,No
C009184,36,50.52,1827.68,One year,Credit card,No
C009185,70,111.94,7813.36,Month-to-month,Electronic check,No
C009186,53,33.88,1839.81,One year,Bank transfer,No
C009187,2,51.34,115.01,One year,Electronic check,Yes
C009188,14,62.59,1042.63,Month-to-month,Bank transfer,No
C009189,29,93.27,2689.76,Month-to-month,Mailed check,Yes
C009190,15,103.25,1625.61,Month-to-month,Bank transfer,No
C009191,9,23.97,297.46,Two year,Electronic check,No
C009192,71,98.79,7040.77,One year,Electronic check,Yes
